City,Converted,Country,Created Date,Dead Reason,Email Opt Out,Industry,Key Account,Last Status Change,Lead ID,Lead Source,Lead Status at Conversion,LeadRecordType,LS Team Notified,Next_Step__c (Leads),Pardot Conversion Date,Pardot Created Date,Pardot First Activity,Pardot Last Activity,Primary Research Application,Product Category,Record Type ID,SS Team Notified,State/Province,Status,Campaign Membership Count,Pardot Score
Seattle,FALSE,United States,06-05-2021,N/A - Active Lead,TRUE,Life Sciences,FALSE,06-05-2021,00Q6e00001RDO0dEAH,Inside Sales,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,06-05-2021,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,Washington,Prospect,0,0
Austin,FALSE,United States,06-05-2021,N/A - Active Lead,TRUE,Life Sciences,FALSE,06-05-2021,00Q6e00001RDO0jEAH,Inside Sales,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,06-05-2021,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,Texas,Prospect,0,0
Seattle,FALSE,United States,06-05-2021,N/A - Active Lead,TRUE,Life Sciences,FALSE,06-05-2021,00Q6e00001RDO0uEAH,Inside Sales,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,06-05-2021,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,Washington,Prospect,0,0
Seattle,FALSE,United States,06-05-2021,N/A - Active Lead,TRUE,Life Sciences,FALSE,06-05-2021,00Q6e00001RDO11EAH,Inside Sales,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,06-05-2021,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,Washington,Prospect,0,0
Bothell,FALSE,United States,06-05-2021,N/A - Active Lead,TRUE,Life Sciences,FALSE,06-05-2021,00Q6e00001RDO12EAH,Inside Sales,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,06-05-2021,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,Washington,Prospect,0,0
Seattle,FALSE,United States,06-05-2021,N/A - Active Lead,TRUE,Life Sciences,FALSE,06-05-2021,00Q6e00001RDO17EAH,Inside Sales,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,06-05-2021,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,Washington,Prospect,0,0
Seattle,FALSE,United States,06-05-2021,N/A - Active Lead,TRUE,Life Sciences,FALSE,06-05-2021,00Q6e00001RDO18EAH,Inside Sales,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,06-05-2021,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,Washington,Prospect,0,0
Houston,FALSE,United States,06-05-2021,N/A - Active Lead,TRUE,Life Sciences,FALSE,06-05-2021,00Q6e00001RDO1KEAX,Inside Sales,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,06-05-2021,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,Texas,Prospect,0,0
Seattle,FALSE,United States,06-05-2021,N/A - Active Lead,TRUE,Life Sciences,FALSE,06-05-2021,00Q6e00001RDO1PEAX,Inside Sales,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,06-05-2021,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,Washington,Prospect,0,0
Seattle,FALSE,United States,06-05-2021,N/A - Active Lead,TRUE,Life Sciences,FALSE,06-05-2021,00Q6e00001RDOawEAH,Inside Sales,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,06-05-2021,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,Washington,Prospect,0,0
Los Angeles,FALSE,United States,14-05-2021,N/A - Active Lead,TRUE,Life Sciences,FALSE,14-05-2021,00Q6e00001RDWgDEAX,Inside Sales,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,14-05-2021,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,California,Prospect,0,0
South Gate,FALSE,United States,14-05-2021,N/A - Active Lead,TRUE,Life Sciences,FALSE,14-05-2021,00Q6e00001RDWi3EAH,Inside Sales,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,14-05-2021,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,California,Prospect,0,0
San Diego,FALSE,United States,17-05-2021,N/A - Active Lead,TRUE,Life Sciences,FALSE,17-05-2021,00Q6e00001RDYB4EAP,Inside Sales,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,17-05-2021,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,California,Prospect,0,0
San Diego,FALSE,United States,17-05-2021,N/A - Active Lead,TRUE,Life Sciences,FALSE,17-05-2021,00Q6e00001RDYFfEAP,Inside Sales,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,17-05-2021,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,California,Prospect,0,0
Unknown City,FALSE,United States,17-05-2021,N/A - Active Lead,TRUE,Life Sciences,FALSE,17-05-2021,00Q6e00001RDYMREA5,Inside Sales,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,17-05-2021,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,California,Prospect,0,0
San Diego,FALSE,United States,19-05-2021,N/A - Active Lead,TRUE,Life Sciences,FALSE,19-05-2021,00Q6e00001RDbqKEAT,Inside Sales,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,19-05-2021,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,California,Prospect,0,0
South San Francisco,FALSE,United States,19-05-2021,N/A - Active Lead,TRUE,Life Sciences,FALSE,19-05-2021,00Q6e00001RDbvZEAT,Inside Sales,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,19-05-2021,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,California,Prospect,0,0
Unknown City,FALSE,United States,21-05-2021,N/A - Active Lead,TRUE,Life Sciences,FALSE,21-05-2021,00Q6e00001RDdaUEAT,Inside Sales,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,21-05-2021,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,California,Prospect,0,0
San Diego,FALSE,United States,21-05-2021,N/A - Active Lead,TRUE,Life Sciences,FALSE,21-05-2021,00Q6e00001RDdubEAD,Inside Sales,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,08-04-2020,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,California,Prospect,0,0
San Diego,FALSE,United States,21-05-2021,N/A - Active Lead,TRUE,Life Sciences,FALSE,21-05-2021,00Q6e00001RDdwSEAT,Inside Sales,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,21-05-2021,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,California,Prospect,0,0
Unknown City,FALSE,Unknown Country,27-05-2021,N/A - Active Lead,TRUE,Life Sciences,FALSE,27-05-2021,00Q6e00001RDjL3EAL,Inside Sales,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,27-05-2021,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,New Jersey,Prospect,0,0
South San Francisco,FALSE,United States,15-06-2021,N/A - Active Lead,TRUE,Life Sciences,FALSE,15-06-2021,00Q6e00001RE0lMEAT,Inside Sales,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,17-09-2019,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,California,Prospect,0,0
Cambridge,FALSE,United States,24-06-2021,N/A - Active Lead,TRUE,Life Sciences,FALSE,24-06-2021,00Q6e00001TnbyiEAB,Inside Sales,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,24-06-2021,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,Massachusetts,Prospect,0,0
Unknown City,FALSE,Unknown Country,25-06-2021,N/A - Active Lead,TRUE,Life Sciences,FALSE,25-06-2021,00Q6e00001Tnd7NEAR,Inside Sales,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,25-06-2021,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,New Jersey,Prospect,0,0
Unknown City,FALSE,Unknown Country,25-06-2021,N/A - Active Lead,TRUE,Life Sciences,FALSE,25-06-2021,00Q6e00001TndJjEAJ,Inside Sales,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,25-06-2021,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,New Jersey,Prospect,0,0
Unknown City,FALSE,Unknown Country,25-06-2021,N/A - Active Lead,TRUE,Life Sciences,FALSE,25-06-2021,00Q6e00001TndKIEAZ,Inside Sales,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,25-06-2021,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,New Jersey,Prospect,0,0
Gaithersburg,FALSE,United States,07-06-2021,N/A - Active Lead,TRUE,Life Sciences,FALSE,07-06-2021,00Q6e00001RDryNEAT,Trade Show,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,07-06-2021,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,Maryland,Prospect,0,0
Gaithersburg,FALSE,United States,07-06-2021,N/A - Active Lead,TRUE,Life Sciences,FALSE,07-06-2021,00Q6e00001RDrzaEAD,Trade Show,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,07-06-2021,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,Maryland,Prospect,0,0
Gaithersburg,FALSE,United States,07-06-2021,N/A - Active Lead,TRUE,Life Sciences,FALSE,07-06-2021,00Q6e00001RDs2FEAT,Trade Show,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,07-06-2021,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,Maryland,Prospect,0,0
Gaithersburg,FALSE,United States,07-06-2021,N/A - Active Lead,TRUE,Life Sciences,FALSE,07-06-2021,00Q6e00001RDs6bEAD,Trade Show,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,07-06-2021,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,Maryland,Prospect,0,0
Gaithersburg,FALSE,United States,07-06-2021,N/A - Active Lead,TRUE,Life Sciences,FALSE,07-06-2021,00Q6e00001RDs7tEAD,Trade Show,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,07-06-2021,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,Maryland,Prospect,0,0
Gaithersburg,FALSE,United States,07-06-2021,N/A - Active Lead,TRUE,Life Sciences,FALSE,07-06-2021,00Q6e00001RDsDXEA1,Trade Show,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,07-06-2021,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,Maryland,Prospect,0,0
Gaithersburg,FALSE,United States,07-06-2021,N/A - Active Lead,TRUE,Life Sciences,FALSE,07-06-2021,00Q6e00001RDsEVEA1,Trade Show,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,07-06-2021,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,Maryland,Prospect,0,0
Gaithersburg,FALSE,United States,07-06-2021,N/A - Active Lead,TRUE,Life Sciences,FALSE,07-06-2021,00Q6e00001RDsG2EAL,Trade Show,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,07-06-2021,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,Maryland,Prospect,0,0
Seattle,FALSE,United States,06-05-2021,N/A - Active Lead,TRUE,Life Sciences,FALSE,06-05-2021,00Q6e00001RDOXsEAP,Inside Sales,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,06-05-2021,31-08-2020,31-08-2020,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,Washington,Prospect,1,0
Seattle,FALSE,United States,06-05-2021,N/A - Active Lead,TRUE,Life Sciences,FALSE,06-05-2021,00Q6e00001RDOZAEA5,Inside Sales,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,06-05-2021,31-08-2020,31-08-2020,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,Washington,Prospect,1,0
Foster City,FALSE,United States,19-05-2021,N/A - Active Lead,TRUE,Life Sciences,FALSE,19-05-2021,00Q6e00001RDbSSEA1,Inside Sales,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,19-05-2021,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,California,Prospect,1,0
Camarillo,FALSE,United States,25-06-2021,N/A - Active Lead,TRUE,Life Sciences,FALSE,25-06-2021,00Q6e00001Tndl0EAB,Inside Sales,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,25-06-2021,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,California,Prospect,1,0
Camarillo,FALSE,United States,25-06-2021,N/A - Active Lead,TRUE,Life Sciences,FALSE,25-06-2021,00Q6e00001Tndm8EAB,Inside Sales,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,25-06-2021,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,California,Prospect,1,0
Camarillo,FALSE,United States,25-06-2021,N/A - Active Lead,TRUE,Life Sciences,FALSE,25-06-2021,00Q6e00001TndmmEAB,Inside Sales,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,25-06-2021,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,California,Prospect,1,0
Camarillo,FALSE,United States,25-06-2021,N/A - Active Lead,TRUE,Life Sciences,FALSE,25-06-2021,00Q6e00001TndnuEAB,Inside Sales,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,25-06-2021,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,California,Prospect,1,0
Camarillo,FALSE,United States,25-06-2021,N/A - Active Lead,TRUE,Life Sciences,FALSE,25-06-2021,00Q6e00001TndUAEAZ,Trade Show,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,25-06-2021,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,California,Prospect,1,0
San Jose,FALSE,Usa,08-02-2021,N/A - Active Lead,TRUE,Life Sciences,FALSE,08-02-2021,00Q5A00001RBe3LUAT,Trade Show,Not Converted,0125A000001ESVe,FALSE,No Active Next Step,,26-02-2019,22-06-2020,22-06-2020,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,California,Nurturing,1,0
Lincolnshire,FALSE,United States,08-02-2021,N/A - Active Lead,TRUE,Life Sciences,FALSE,08-02-2021,00Q5A00001RBe5RUAT,Trade Show,Not Converted,0125A000001ESVe,FALSE,No Active Next Step,,08-02-2021,11-02-2021,11-02-2021,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,Illinois,Nurturing,1,0
Atlit,FALSE,Israel,14-12-2020,N/A - Active Lead,TRUE,Life Sciences,FALSE,14-12-2020,00Q5A00001RAUnuUAH,Trade Show,Not Converted,0125A000001ESVe,FALSE,No Active Next Step,,14-12-2020,11-02-2021,11-02-2021,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,Unknown,Nurturing,2,0
Unknown City,FALSE,Unknown Country,21-04-2021,Reason Not Recorded,TRUE,Life Sciences,FALSE,10-05-2021,00Q6e00001RCz5gEAD,Field Sales,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,06-08-2019,,,Not Specified,System,0125A000001ESVdQAO,FALSE,Unknown,Disqualified,0,0
Unknown City,FALSE,Unknown Country,30-04-2021,Reason Not Recorded,TRUE,Life Sciences,FALSE,05-05-2021,00Q6e00001RDHKsEAP,Field Sales,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,30-04-2021,,,Not Specified,System,0125A000001ESVdQAO,FALSE,Unknown,Disqualified,0,0
Unknown City,FALSE,Unknown Country,30-04-2021,Reason Not Recorded,TRUE,Life Sciences,FALSE,05-05-2021,00Q6e00001RDHL2EAP,Field Sales,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,30-04-2021,,,Not Specified,System,0125A000001ESVdQAO,FALSE,Unknown,Disqualified,0,0
Unknown City,FALSE,Unknown Country,05-05-2021,Reason Not Recorded,TRUE,Life Sciences,FALSE,25-05-2021,00Q6e00001RDMkCEAX,Field Sales,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,05-05-2021,,,Not Specified,System,0125A000001ESVdQAO,FALSE,Unknown,Disqualified,0,0
Unknown City,FALSE,Unknown Country,10-05-2021,Reason Not Recorded,TRUE,Life Sciences,FALSE,08-06-2021,00Q6e00001RDRP4EAP,Field Sales,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,10-05-2021,,,Not Specified,System,0125A000001ESVdQAO,FALSE,Unknown,Disqualified,0,0
Unknown City,FALSE,Unknown Country,14-05-2021,Reason Not Recorded,TRUE,Life Sciences,FALSE,18-06-2021,00Q6e00001RDW6MEAX,Field Sales,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,14-05-2021,,,Not Specified,System,0125A000001ESVdQAO,FALSE,Unknown,Disqualified,0,0
Unknown City,FALSE,Unknown Country,14-05-2021,Reason Not Recorded,TRUE,Life Sciences,FALSE,29-06-2021,00Q6e00001RDW7eEAH,Field Sales,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,14-05-2021,,,Not Specified,System,0125A000001ESVdQAO,FALSE,Unknown,Disqualified,0,0
Bedford,FALSE,United States,16-01-2020,N/A - Active Lead,TRUE,Life Sciences,FALSE,16-01-2020,00Q5A00001OXbfeUAD,Industry Event,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,16-01-2020,19-02-2020,04-03-2020,Not Specified,System,0125A000001ESVdQAO,FALSE,Massachusetts,Nurturing,0,0
Boston,FALSE,United States,16-01-2020,N/A - Active Lead,TRUE,Life Sciences,FALSE,16-01-2020,00Q5A00001OXbghUAD,Industry Event,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,16-01-2020,19-02-2020,19-02-2020,Not Specified,System,0125A000001ESVdQAO,FALSE,Massachusetts,Nurturing,0,0
Toronto,FALSE,Canada,17-01-2020,N/A - Active Lead,TRUE,Life Sciences,FALSE,17-01-2020,00Q5A00001OXdYpUAL,Field Sales,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,17-01-2020,17-09-2020,17-09-2020,Not Specified,System,0125A000001ESVdQAO,FALSE,Unknown,Nurturing,0,0
Philadelphia,FALSE,United States,16-01-2020,N/A - Active Lead,TRUE,Life Sciences,FALSE,16-01-2020,00Q5A00001OXbgIUAT,Industry Event,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,16-01-2020,30-06-2020,28-07-2020,Not Specified,System,0125A000001ESVdQAO,FALSE,Pennsylvania,Nurturing,0,0
Frederick,FALSE,Unknown Country,16-01-2020,N/A - Active Lead,TRUE,Life Sciences,FALSE,16-01-2020,00Q5A00001OXbh6UAD,Industry Event,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,16-01-2020,17-09-2020,17-09-2020,Not Specified,System,0125A000001ESVdQAO,FALSE,Maryland,Nurturing,0,0
Corvallis,FALSE,United States,13-04-2020,N/A - Active Lead,TRUE,Life Sciences,FALSE,13-04-2020,00Q5A00001OZxWYUA1,Prospecting Journey,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,02-04-2020,13-04-2020,13-04-2020,Not Specified,System,0125A000001ESVdQAO,FALSE,Oregon,Nurturing,0,0
South San Francisco,FALSE,United States,16-06-2021,N/A - Active Lead,TRUE,Life Sciences,FALSE,16-06-2021,00Q6e00001RE2QOEA1,Inside Sales,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,01-06-2020,22-06-2020,22-06-2020,Not Specified,System,0125A000001ESVdQAO,FALSE,California,Nurturing,1,3
South San Francisco,FALSE,United States,16-06-2021,N/A - Active Lead,TRUE,Life Sciences,FALSE,16-06-2021,00Q6e00001RE2WvEAL,Inside Sales,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,16-06-2021,,,Not Specified,System,0125A000001ESVdQAO,FALSE,California,Nurturing,1,0
San Diego,FALSE,United States,09-04-2020,N/A - Active Lead,TRUE,Life Sciences,FALSE,09-04-2020,00Q5A00001OZw2NUAT,Prospecting Journey,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,02-04-2020,09-04-2020,09-04-2020,Not Specified,System,0125A000001ESVdQAO,FALSE,California,Nurturing,1,0
Marcy-L'Étoile,FALSE,France,17-01-2020,N/A - Active Lead,TRUE,Life Sciences,FALSE,17-01-2020,00Q5A00001OXdVgUAL,Field Sales,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,17-01-2020,17-09-2020,17-09-2020,Not Specified,System,0125A000001ESVdQAO,FALSE,Unknown,Nurturing,0,0
Marcy-L'Étoile,FALSE,France,17-01-2020,N/A - Active Lead,TRUE,Life Sciences,FALSE,17-01-2020,00Q5A00001OXdX3UAL,Field Sales,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,17-01-2020,31-03-2021,31-03-2021,Not Specified,System,0125A000001ESVdQAO,FALSE,Unknown,Nurturing,0,0
Marcy-L'Étoile,FALSE,France,17-01-2020,N/A - Active Lead,TRUE,Life Sciences,FALSE,17-01-2020,00Q5A00001OXdXIUA1,Field Sales,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,17-01-2020,17-09-2020,17-09-2020,Not Specified,System,0125A000001ESVdQAO,FALSE,Unknown,Nurturing,0,0
Thousand Oaks,FALSE,United States,21-12-2020,N/A - Active Lead,TRUE,Life Sciences,FALSE,09-06-2021,00Q5A00001RArfKUAT,Field Sales,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,21-12-2020,,,Not Specified,System,0125A000001ESVdQAO,FALSE,California,Prospect,0,0
Unknown City,FALSE,Unknown Country,19-04-2021,N/A - Active Lead,TRUE,Life Sciences,FALSE,19-04-2021,00Q6e00001RCvZ7EAL,Field Sales,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,19-04-2021,,,Not Specified,System,0125A000001ESVdQAO,FALSE,Unknown,Prospect,0,0
Unknown City,FALSE,Unknown Country,19-04-2021,N/A - Active Lead,TRUE,Life Sciences,FALSE,19-04-2021,00Q6e00001RCvbwEAD,Field Sales,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,19-04-2021,,,Not Specified,System,0125A000001ESVdQAO,FALSE,Unknown,Prospect,0,0
Unknown City,FALSE,Unknown Country,19-04-2021,N/A - Active Lead,TRUE,Life Sciences,FALSE,19-04-2021,00Q6e00001RCvc1EAD,Field Sales,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,19-04-2021,,,Not Specified,System,0125A000001ESVdQAO,FALSE,Unknown,Prospect,0,0
Unknown City,FALSE,Unknown Country,19-04-2021,N/A - Active Lead,TRUE,Life Sciences,FALSE,19-04-2021,00Q6e00001RCvhGEAT,Field Sales,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,19-04-2021,,,Not Specified,System,0125A000001ESVdQAO,FALSE,Unknown,Prospect,0,0
Unknown City,FALSE,Unknown Country,20-04-2021,N/A - Active Lead,TRUE,Life Sciences,FALSE,20-04-2021,00Q6e00001RCyA0EAL,Field Sales,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,20-04-2021,,,Not Specified,System,0125A000001ESVdQAO,FALSE,Unknown,Prospect,0,0
Unknown City,FALSE,Unknown Country,20-04-2021,N/A - Active Lead,TRUE,Life Sciences,FALSE,20-04-2021,00Q6e00001RCygVEAT,Field Sales,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,20-04-2021,,,Not Specified,System,0125A000001ESVdQAO,FALSE,Unknown,Prospect,0,0
Unknown City,FALSE,Unknown Country,20-04-2021,N/A - Active Lead,TRUE,Life Sciences,FALSE,20-04-2021,00Q6e00001RCygWEAT,Field Sales,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,20-04-2021,,,Not Specified,System,0125A000001ESVdQAO,FALSE,Unknown,Prospect,0,0
Unknown City,FALSE,Unknown Country,21-04-2021,N/A - Active Lead,TRUE,Life Sciences,FALSE,21-04-2021,00Q6e00001RCz5fEAD,Field Sales,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,21-04-2021,,,Not Specified,System,0125A000001ESVdQAO,FALSE,Unknown,Prospect,0,0
Unknown City,FALSE,Unknown Country,22-04-2021,N/A - Active Lead,TRUE,Life Sciences,FALSE,22-04-2021,00Q6e00001RD0O6EAL,Field Sales,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,22-04-2021,,,Not Specified,System,0125A000001ESVdQAO,FALSE,Unknown,Prospect,0,0
Unknown City,FALSE,Unknown Country,22-04-2021,N/A - Active Lead,TRUE,Life Sciences,FALSE,22-04-2021,00Q6e00001RD0OKEA1,Field Sales,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,22-04-2021,,,Not Specified,System,0125A000001ESVdQAO,FALSE,Unknown,Prospect,0,0
Unknown City,FALSE,Unknown Country,22-04-2021,N/A - Active Lead,TRUE,Life Sciences,FALSE,22-04-2021,00Q6e00001RD0SDEA1,Field Sales,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,22-04-2021,,,Not Specified,System,0125A000001ESVdQAO,FALSE,Unknown,Prospect,0,0
Unknown City,FALSE,Unknown Country,23-04-2021,N/A - Active Lead,TRUE,Life Sciences,FALSE,23-04-2021,00Q6e00001RD2O1EAL,Field Sales,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,23-04-2021,,,Not Specified,System,0125A000001ESVdQAO,FALSE,Unknown,Prospect,0,0
